order_id,user_id,product_id,order_date,channel,quantity,unit_price,discount_rate,refund_flag,amount
O02229,U0253,P021,2026-02-04,douyin,3,155.9,0.1,0,467.7
O02230,U0228,P006,2026-06-23,douyin,2,220.8,0.0,0,441.6
O02231,U0267,P038,2026-05-19,wechat_shop,4,297.27,0.0,0,1189.08
O02232,U0346,P036,2026-06-24,offline_store,4,267.33,0.0,0,1069.32
O02233,U0227,P020,2026-02-14,douyin,1,115.0,0.1,0,115.0
O02234,U0229,P039,2026-03-28,wechat_shop,2,244.17,0.15,0,488.34
O02235,U0502,P012,2026-05-23,taobao,1,109.4,0.0,1,109.4
O02236,U0500,P032,2026-04-08,taobao,1,72.83,0.1,0,72.83
O02237,U0123,P027,2026-03-07,wechat_shop,1,156.42,0.0,0,156.42
O02238,U0535,P038,2026-01-28,taobao,2,297.27,0.0,0,594.54
O02239,U0373,P010,2026-05-28,douyin,1,219.93,0.0,0,219.93
O02240,U0335,P027,2026-04-10,taobao,1,156.42,0.0,0,156.42
O02241,U0220,P039,2026-02-20,offline_store,1,287.26,0.0,0,287.26
O02242,U0437,P014,2026-05-01,offline_store,3,143.08,0.1,0,429.24
O02243,U0154,P012,2026-03-22,wechat_shop,1,98.46,0.1,0,98.46
O02244,U0393,P032,2026-03-13,wechat_shop,1,80.92,0.0,0,80.92
O02245,U0135,P022,2026-06-27,offline_store,1,239.46,0.1,0,239.46
O02246,U0540,P007,2026-01-01,taobao,1,182.5,0.0,0,182.5
O02247,U0439,P030,2026-04-12,offline_store,3,163.0,0.0,0,489.0
O02248,U0461,P027,2026-01-14,offline_store,3,140.78,0.1,0,422.34
O02249,U0346,P004,2026-03-12,taobao,3,115.92,0.0,0,347.76
O02250,U0433,P039,2026-06-20,taobao,1,287.26,0.0,0,287.26
O02251,U0132,P035,2026-03-22,taobao,3,90.05,0.0,0,270.15
O02252,U0341,P026,2026-06-06,wechat_shop,5,32.95,0.15,0,164.75
O02253,U0315,P001,2026-02-03,taobao,3,27.36,0.0,0,82.08
O02254,U0243,P025,2026-06-12,douyin,2,86.77,0.0,0,173.54
O02255,U0006,P010,2026-06-13,taobao,3,219.93,0.0,0,659.79
O02256,U0436,P022,2026-03-28,douyin,1,266.07,0.0,0,266.07
O02257,U0538,P025,2026-06-23,offline_store,1,86.77,0.0,0,86.77
O02258,U0512,P009,2026-04-08,douyin,2,172.94,0.15,0,345.88
O02259,U0300,P016,2026-04-18,offline_store,3,85.15,0.05,0,255.45
O02260,U0172,P019,2026-02-07,taobao,1,165.48,0.0,0,165.48
O02261,U0178,P015,2026-03-14,wechat_shop,4,161.93,0.0,0,647.72
O02262,U0147,P031,2026-02-03,wechat_shop,3,72.69,0.0,0,218.07
O02263,U0009,P040,2026-06-09,wechat_shop,2,241.49,0.0,0,482.98
O02264,U0567,P027,2026-05-13,offline_store,1,148.6,0.05,0,148.6
O02265,U0090,P040,2026-03-29,offline_store,1,229.42,0.05,0,229.42
O02266,U0267,P020,2026-02-14,taobao,3,121.39,0.05,0,364.17
O02267,U0585,P021,2026-05-23,wechat_shop,1,173.22,0.0,0,173.22
O02268,U0465,P021,2026-03-24,offline_store,2,155.9,0.1,0,311.8
O02269,U0563,P026,2026-06-17,douyin,1,38.77,0.0,0,38.77
O02270,U0221,P020,2026-04-22,douyin,2,127.78,0.0,0,255.56
O02271,U0191,P035,2026-04-23,wechat_shop,2,81.05,0.1,0,162.1
O02272,U0220,P040,2026-03-24,offline_store,1,217.34,0.1,0,217.34
O02273,U0600,P019,2026-02-12,wechat_shop,2,165.48,0.0,0,330.96
O02274,U0171,P013,2026-06-12,taobao,1,161.33,0.1,0,161.33
O02275,U0554,P006,2026-06-16,douyin,2,220.8,0.0,0,441.6
O02276,U0501,P033,2026-03-22,offline_store,4,303.53,0.0,0,1214.12
O02277,U0021,P020,2026-05-06,taobao,1,121.39,0.05,0,121.39
O02278,U0120,P010,2026-03-07,douyin,2,208.93,0.05,0,417.86
O02279,U0192,P017,2026-04-24,douyin,3,182.63,0.1,0,547.89
O02280,U0480,P024,2026-04-22,offline_store,1,179.07,0.0,0,179.07
O02281,U0572,P031,2026-01-28,douyin,1,72.69,0.0,0,72.69
O02282,U0101,P013,2026-02-02,douyin,1,152.36,0.15,0,152.36
O02283,U0562,P023,2026-04-03,douyin,2,149.03,0.15,0,298.06
O02284,U0501,P028,2026-02-13,offline_store,3,284.68,0.0,0,854.04
O02285,U0216,P009,2026-05-12,taobao,1,183.11,0.1,0,183.11
O02286,U0404,P019,2026-06-19,wechat_shop,1,165.48,0.0,0,165.48
O02287,U0398,P005,2026-01-10,wechat_shop,1,111.95,0.0,0,111.95
O02288,U0167,P029,2026-05-26,douyin,1,131.13,0.05,0,131.13
O02289,U0172,P014,2026-05-26,taobao,1,158.98,0.0,0,158.98
O02290,U0524,P026,2026-06-18,douyin,1,38.77,0.0,0,38.77
O02291,U0482,P036,2026-01-14,wechat_shop,3,267.33,0.0,0,801.99
O02292,U0118,P006,2026-02-22,douyin,2,220.8,0.0,0,441.6
O02293,U0213,P012,2026-04-11,douyin,2,92.99,0.15,0,185.98
O02294,U0143,P010,2026-01-30,wechat_shop,4,208.93,0.05,0,835.72
O02295,U0116,P019,2026-01-29,offline_store,2,140.66,0.15,0,281.32
O02296,U0033,P028,2026-04-13,offline_store,1,284.68,0.0,0,284.68
O02297,U0449,P009,2026-02-03,douyin,1,172.94,0.15,0,172.94
O02298,U0586,P006,2026-02-19,douyin,2,220.8,0.0,0,441.6
O02299,U0184,P040,2026-04-20,offline_store,1,217.34,0.1,1,217.34
O02300,U0289,P002,2026-06-15,douyin,3,75.45,0.1,0,226.35
O02301,U0538,P009,2026-01-25,douyin,1,183.11,0.1,0,183.11
O02302,U0154,P030,2026-03-27,taobao,2,163.0,0.0,0,326.0
O02303,U0376,P006,2026-04-06,taobao,1,198.72,0.1,0,198.72
O02304,U0220,P013,2026-04-07,taobao,3,152.36,0.15,0,457.08
O02305,U0235,P019,2026-02-01,offline_store,2,165.48,0.0,0,330.96
O02306,U0563,P037,2026-01-30,taobao,1,263.43,0.05,0,263.43
O02307,U0028,P007,2026-05-18,taobao,1,182.5,0.0,0,182.5
O02308,U0494,P022,2026-01-19,wechat_shop,2,266.07,0.0,0,532.14
O02309,U0571,P014,2026-04-18,offline_store,1,158.98,0.0,0,158.98
O02310,U0088,P033,2026-03-12,offline_store,1,273.18,0.1,0,273.18
O02311,U0289,P009,2026-04-19,wechat_shop,1,203.46,0.0,0,203.46
O02312,U0008,P007,2026-03-28,douyin,1,182.5,0.0,0,182.5
O02313,U0128,P031,2026-06-28,wechat_shop,3,72.69,0.0,0,218.07
O02314,U0578,P028,2026-06-06,offline_store,4,270.45,0.05,0,1081.8
O02315,U0380,P002,2026-04-04,offline_store,3,83.83,0.0,0,251.49
O02316,U0436,P029,2026-05-31,douyin,2,138.03,0.0,0,276.06
O02317,U0258,P029,2026-03-04,offline_store,1,138.03,0.0,0,138.03
O02318,U0122,P005,2026-04-21,wechat_shop,1,100.76,0.1,0,100.76
O02319,U0568,P016,2026-01-09,douyin,1,76.19,0.15,0,76.19
O02320,U0434,P040,2026-01-25,wechat_shop,1,241.49,0.0,0,241.49
O02321,U0459,P014,2026-05-19,wechat_shop,1,135.13,0.15,0,135.13
O02322,U0351,P006,2026-02-06,wechat_shop,1,187.68,0.15,0,187.68
O02323,U0105,P005,2026-04-28,douyin,1,111.95,0.0,0,111.95
O02324,U0049,P001,2026-01-13,taobao,2,27.36,0.0,0,54.72
O02325,U0411,P021,2026-04-02,douyin,4,164.56,0.05,0,658.24
O02326,U0187,P021,2026-01-29,taobao,1,173.22,0.0,0,173.22
O02327,U0440,P029,2026-05-16,taobao,2,131.13,0.05,0,262.26
O02328,U0204,P032,2026-05-07,douyin,1,72.83,0.1,1,72.83
O02329,U0448,P040,2026-06-04,offline_store,1,229.42,0.05,0,229.42
O02330,U0247,P037,2026-04-21,douyin,1,249.56,0.1,0,249.56
O02331,U0413,P009,2026-06-28,offline_store,1,203.46,0.0,0,203.46
O02332,U0026,P005,2026-04-18,wechat_shop,1,111.95,0.0,0,111.95
O02333,U0128,P022,2026-01-29,taobao,1,252.77,0.05,0,252.77
O02334,U0557,P020,2026-01-09,wechat_shop,2,127.78,0.0,0,255.56
O02335,U0277,P030,2026-05-24,wechat_shop,2,138.55,0.15,0,277.1
O02336,U0177,P034,2026-03-21,wechat_shop,2,13.84,0.15,0,27.68
O02337,U0305,P002,2026-03-06,offline_store,2,83.83,0.0,0,167.66
O02338,U0067,P028,2026-04-11,douyin,1,270.45,0.05,0,270.45
O02339,U0392,P013,2026-04-28,taobao,1,179.25,0.0,0,179.25
O02340,U0497,P034,2026-01-26,taobao,4,16.28,0.0,0,65.12
O02341,U0179,P002,2026-01-12,taobao,1,83.83,0.0,0,83.83
O02342,U0297,P026,2026-04-21,wechat_shop,1,32.95,0.15,0,32.95
O02343,U0271,P040,2026-06-05,douyin,3,241.49,0.0,0,724.47
O02344,U0528,P020,2026-04-20,offline_store,1,127.78,0.0,0,127.78
O02345,U0163,P037,2026-05-18,wechat_shop,1,263.43,0.05,0,263.43
O02346,U0559,P033,2026-06-10,wechat_shop,2,303.53,0.0,0,607.06
O02347,U0517,P031,2026-03-01,offline_store,2,65.42,0.1,0,130.84
O02348,U0551,P017,2026-02-06,taobao,1,192.77,0.05,0,192.77
O02349,U0409,P028,2026-06-18,taobao,1,284.68,0.0,0,284.68
O02350,U0365,P021,2026-03-18,douyin,1,173.22,0.0,0,173.22
O02351,U0012,P013,2026-05-26,douyin,5,179.25,0.0,0,896.25
O02352,U0328,P039,2026-01-15,offline_store,1,287.26,0.0,0,287.26
O02353,U0390,P028,2026-06-19,wechat_shop,3,284.68,0.0,0,854.04
O02354,U0162,P036,2026-03-17,offline_store,1,227.23,0.15,0,227.23
O02355,U0434,P003,2026-06-21,douyin,1,148.5,0.0,0,148.5
O02356,U0489,P028,2026-04-28,wechat_shop,2,256.21,0.1,0,512.42
O02357,U0265,P023,2026-03-09,wechat_shop,2,175.33,0.0,0,350.66
O02358,U0566,P032,2026-05-28,douyin,1,76.87,0.05,0,76.87
O02359,U0230,P028,2026-02-14,taobao,1,241.98,0.15,0,241.98
O02360,U0408,P017,2026-04-06,douyin,1,192.77,0.05,0,192.77
O02361,U0290,P039,2026-03-15,offline_store,1,258.53,0.1,0,258.53
O02362,U0440,P015,2026-04-08,wechat_shop,1,161.93,0.0,0,161.93
O02363,U0012,P019,2026-03-09,douyin,1,165.48,0.0,0,165.48
O02364,U0365,P024,2026-05-23,douyin,1,179.07,0.0,0,179.07
O02365,U0515,P009,2026-06-10,douyin,1,183.11,0.1,0,183.11
O02366,U0043,P008,2026-03-09,offline_store,1,107.64,0.15,0,107.64
O02367,U0540,P035,2026-02-04,offline_store,1,90.05,0.0,0,90.05
O02368,U0065,P032,2026-06-03,wechat_shop,1,80.92,0.0,0,80.92
O02369,U0255,P009,2026-03-17,taobao,1,203.46,0.0,0,203.46
O02370,U0210,P027,2026-06-18,offline_store,5,132.96,0.15,0,664.8
O02371,U0001,P002,2026-01-27,taobao,1,71.26,0.15,0,71.26
O02372,U0524,P002,2026-02-16,wechat_shop,1,83.83,0.0,0,83.83
O02373,U0170,P012,2026-04-12,taobao,2,92.99,0.15,1,185.98
O02374,U0100,P029,2026-03-12,offline_store,1,138.03,0.0,0,138.03
O02375,U0281,P026,2026-03-22,wechat_shop,1,38.77,0.0,0,38.77
O02376,U0496,P004,2026-05-25,wechat_shop,1,115.92,0.0,0,115.92
O02377,U0560,P008,2026-05-12,wechat_shop,2,113.97,0.1,0,227.94
O02378,U0411,P039,2026-05-19,offline_store,4,244.17,0.15,1,976.68
O02379,U0424,P010,2026-05-21,wechat_shop,1,219.93,0.0,0,219.93
O02380,U0272,P030,2026-02-26,offline_store,2,154.85,0.05,0,309.7
O02381,U0596,P011,2026-06-06,offline_store,1,227.75,0.0,0,227.75
O02382,U0391,P019,2026-06-27,taobao,1,165.48,0.0,0,165.48
O02383,U0322,P038,2026-06-25,wechat_shop,1,267.54,0.1,0,267.54
O02384,U0185,P035,2026-01-28,wechat_shop,2,76.54,0.15,0,153.08
O02385,U0391,P006,2026-06-24,wechat_shop,5,220.8,0.0,0,1104.0
O02386,U0064,P007,2026-03-30,douyin,1,182.5,0.0,0,182.5
O02387,U0213,P008,2026-06-01,offline_store,2,113.97,0.1,0,227.94
O02388,U0103,P040,2026-03-21,taobao,1,205.27,0.15,0,205.27
O02389,U0051,P008,2026-03-24,wechat_shop,2,120.3,0.05,0,240.6
O02390,U0306,P032,2026-06-01,taobao,2,80.92,0.0,0,161.84
O02391,U0281,P005,2026-02-14,offline_store,1,106.35,0.05,0,106.35
O02392,U0269,P021,2026-04-20,douyin,1,173.22,0.0,0,173.22
O02393,U0454,P002,2026-01-03,taobao,1,83.83,0.0,0,83.83
O02394,U0227,P018,2026-05-17,douyin,2,32.29,0.0,0,64.58
O02395,U0379,P010,2026-05-09,taobao,1,219.93,0.0,0,219.93
O02396,U0429,P018,2026-04-13,taobao,2,27.45,0.15,0,54.9
O02397,U0356,P006,2026-06-28,douyin,1,209.76,0.05,0,209.76
O02398,U0192,P037,2026-01-13,wechat_shop,2,235.7,0.15,0,471.4
O02399,U0490,P030,2026-02-13,offline_store,1,154.85,0.05,0,154.85
O02400,U0400,P004,2026-03-20,wechat_shop,1,115.92,0.0,0,115.92
O02401,U0095,P031,2026-01-26,taobao,1,61.79,0.15,0,61.79
O02402,U0062,P023,2026-05-08,wechat_shop,1,157.8,0.1,0,157.8
O02403,U0406,P033,2026-05-17,offline_store,1,273.18,0.1,0,273.18
O02404,U0367,P024,2026-05-06,offline_store,1,179.07,0.0,0,179.07
O02405,U0270,P031,2026-01-03,douyin,1,61.79,0.15,0,61.79
O02406,U0169,P021,2026-06-12,wechat_shop,1,147.24,0.15,0,147.24
O02407,U0491,P023,2026-02-21,taobao,1,149.03,0.15,0,149.03
O02408,U0546,P030,2026-02-27,wechat_shop,1,146.7,0.1,0,146.7
O02409,U0272,P007,2026-04-28,douyin,1,155.12,0.15,0,155.12
O02410,U0239,P005,2026-03-20,taobao,1,100.76,0.1,0,100.76
O02411,U0440,P023,2026-03-05,taobao,3,175.33,0.0,0,525.99
O02412,U0150,P032,2026-03-19,douyin,1,68.78,0.15,0,68.78
O02413,U0459,P020,2026-01-19,taobao,1,127.78,0.0,0,127.78
O02414,U0087,P004,2026-05-17,offline_store,2,98.53,0.15,0,197.06
O02415,U0171,P032,2026-04-22,offline_store,2,80.92,0.0,0,161.84
O02416,U0174,P012,2026-02-12,wechat_shop,1,98.46,0.1,0,98.46
O02417,U0069,P040,2026-05-01,offline_store,2,205.27,0.15,0,410.54
O02418,U0034,P020,2026-03-04,offline_store,1,108.61,0.15,0,108.61
O02419,U0149,P010,2026-06-04,taobao,1,197.94,0.1,0,197.94
O02420,U0013,P020,2026-06-08,wechat_shop,1,127.78,0.0,0,127.78
O02421,U0406,P015,2026-06-28,offline_store,2,145.74,0.1,0,291.48
O02422,U0354,P035,2026-05-01,douyin,1,90.05,0.0,0,90.05
O02423,U0268,P019,2026-03-12,taobao,1,140.66,0.15,0,140.66
O02424,U0371,P025,2026-04-19,wechat_shop,3,86.77,0.0,0,260.31
O02425,U0566,P004,2026-05-01,wechat_shop,2,110.12,0.05,0,220.24
O02426,U0247,P039,2026-01-03,wechat_shop,2,244.17,0.15,0,488.34
O02427,U0262,P001,2026-02-06,offline_store,1,24.62,0.1,0,24.62
O02428,U0159,P011,2026-06-08,wechat_shop,2,204.97,0.1,0,409.94
O02429,U0491,P029,2026-03-19,wechat_shop,1,117.33,0.15,0,117.33
O02430,U0038,P018,2026-03-11,wechat_shop,2,32.29,0.0,0,64.58
O02431,U0180,P010,2026-06-02,taobao,2,208.93,0.05,0,417.86
O02432,U0461,P019,2026-02-02,douyin,3,140.66,0.15,0,421.98
O02433,U0116,P019,2026-05-13,offline_store,1,165.48,0.0,0,165.48
O02434,U0581,P022,2026-01-07,douyin,4,266.07,0.0,0,1064.28
O02435,U0571,P020,2026-02-13,douyin,3,127.78,0.0,0,383.34
O02436,U0236,P002,2026-02-11,douyin,1,83.83,0.0,1,83.83
O02437,U0445,P026,2025-12-31,offline_store,1,34.89,0.1,0,34.89
O02438,U0572,P013,2026-01-29,offline_store,4,161.33,0.1,0,645.32
O02439,U0194,P030,2026-04-08,taobao,1,163.0,0.0,0,163.0
O02440,U0567,P038,2026-04-08,taobao,1,252.68,0.15,0,252.68
O02441,U0049,P024,2026-03-22,offline_store,1,179.07,0.0,0,179.07
O02442,U0200,P008,2026-03-11,taobao,2,113.97,0.1,0,227.94
O02443,U0101,P023,2026-03-20,wechat_shop,3,157.8,0.1,0,473.4
O02444,U0414,P011,2025-12-31,douyin,2,227.75,0.0,0,455.5
O02445,U0389,P021,2025-12-31,offline_store,3,173.22,0.0,0,519.66
O02446,U0444,P014,2026-01-19,offline_store,1,135.13,0.15,0,135.13
O02447,U0403,P030,2026-04-18,taobao,1,163.0,0.0,0,163.0
O02448,U0231,P002,2026-03-17,taobao,2,71.26,0.15,0,142.52
O02449,U0276,P026,2025-12-31,offline_store,1,38.77,0.0,0,38.77
O02450,U0200,P030,2026-01-10,offline_store,2,163.0,0.0,0,326.0
O02451,U0548,P034,2026-04-17,offline_store,1,14.65,0.1,0,14.65
O02452,U0553,P005,2026-02-09,offline_store,2,111.95,0.0,0,223.9
O02453,U0484,P006,2026-05-22,offline_store,1,187.68,0.15,0,187.68
O02454,U0440,P015,2026-06-06,douyin,1,161.93,0.0,0,161.93
O02455,U0387,P008,2026-04-02,wechat_shop,3,113.97,0.1,0,341.91
O02456,U0136,P020,2026-06-26,offline_store,1,127.78,0.0,0,127.78
O02457,U0573,P007,2026-06-28,douyin,1,155.12,0.15,0,155.12
O02458,U0006,P036,2026-04-07,taobao,1,267.33,0.0,0,267.33
O02459,U0322,P027,2026-02-04,wechat_shop,2,156.42,0.0,0,312.84
O02460,U0142,P019,2026-04-27,offline_store,1,140.66,0.15,0,140.66
O02461,U0565,P003,2026-03-16,douyin,2,148.5,0.0,0,297.0
O02462,U0142,P030,2026-03-12,offline_store,2,146.7,0.1,0,293.4
O02463,U0343,P021,2026-03-09,wechat_shop,1,155.9,0.1,0,155.9
O02464,U0376,P034,2026-04-25,taobao,3,16.28,0.0,0,48.84
O02465,U0382,P027,2026-02-02,offline_store,3,156.42,0.0,0,469.26
O02466,U0592,P032,2026-01-11,douyin,1,72.83,0.1,0,72.83
O02467,U0019,P031,2026-02-01,wechat_shop,1,72.69,0.0,0,72.69
O02468,U0420,P007,2026-01-16,taobao,1,155.12,0.15,0,155.12
O02469,U0482,P004,2026-01-13,douyin,1,115.92,0.0,0,115.92
O02470,U0287,P021,2026-05-08,wechat_shop,4,155.9,0.1,0,623.6
O02471,U0530,P036,2026-01-14,douyin,1,227.23,0.15,0,227.23
O02472,U0140,P008,2026-02-10,offline_store,1,120.3,0.05,0,120.3
O02473,U0383,P021,2026-01-18,wechat_shop,4,155.9,0.1,0,623.6
O02474,U0061,P012,2026-05-03,wechat_shop,1,109.4,0.0,0,109.4
O02475,U0475,P033,2026-01-29,wechat_shop,1,303.53,0.0,0,303.53
O02476,U0045,P032,2026-06-17,taobao,1,76.87,0.05,0,76.87
O02477,U0045,P040,2026-02-27,wechat_shop,1,217.34,0.1,0,217.34
O02478,U0016,P003,2026-04-28,wechat_shop,3,133.65,0.1,0,400.95
O02479,U0517,P013,2026-05-03,taobao,4,152.36,0.15,0,609.44
O02480,U0145,P013,2026-05-23,offline_store,1,179.25,0.0,0,179.25
O02481,U0423,P010,2026-04-15,taobao,2,219.93,0.0,0,439.86
O02482,U0424,P040,2026-02-02,wechat_shop,1,229.42,0.05,0,229.42
O02483,U0208,P010,2026-06-08,taobao,1,219.93,0.0,0,219.93
O02484,U0037,P016,2026-05-17,taobao,1,76.19,0.15,0,76.19
O02485,U0413,P001,2026-03-26,douyin,1,24.62,0.1,0,24.62
O02486,U0369,P010,2026-06-24,offline_store,1,219.93,0.0,0,219.93
O02487,U0156,P021,2026-03-06,offline_store,2,173.22,0.0,0,346.44
O02488,U0446,P035,2026-05-15,wechat_shop,1,90.05,0.0,0,90.05
O02489,U0258,P011,2026-04-19,taobao,1,204.97,0.1,0,204.97
O02490,U0326,P039,2026-05-18,douyin,1,287.26,0.0,0,287.26
O02491,U0142,P001,2026-04-07,wechat_shop,5,27.36,0.0,0,136.8
O02492,U0052,P039,2026-03-25,offline_store,1,272.9,0.05,0,272.9
O02493,U0407,P028,2026-04-02,douyin,2,284.68,0.0,0,569.36
O02494,U0554,P036,2026-02-21,taobao,1,267.33,0.0,0,267.33
O02495,U0029,P025,2026-03-24,wechat_shop,1,73.75,0.15,0,73.75
O02496,U0520,P027,2026-02-28,offline_store,4,156.42,0.0,0,625.68
O02497,U0303,P028,2026-01-24,offline_store,5,284.68,0.0,0,1423.4
O02498,U0025,P025,2026-06-23,offline_store,1,73.75,0.15,0,73.75
O02499,U0275,P009,2026-06-07,wechat_shop,4,203.46,0.0,0,813.84
O02500,U0187,P015,2026-06-23,offline_store,5,161.93,0.0,0,809.65
O02501,U0428,P015,2026-03-21,wechat_shop,1,161.93,0.0,1,161.93
O02502,U0188,P003,2026-01-20,taobao,1,148.5,0.0,0,148.5
O02503,U0348,P031,2026-06-16,wechat_shop,2,72.69,0.0,0,145.38
O02504,U0454,P011,2026-04-22,douyin,1,216.36,0.05,0,216.36
O02505,U0375,P026,2026-02-02,wechat_shop,2,38.77,0.0,0,77.54
O02506,U0403,P033,2026-02-28,taobao,2,303.53,0.0,0,607.06
O02507,U0013,P022,2026-06-22,douyin,1,266.07,0.0,0,266.07
O02508,U0033,P023,2026-06-25,douyin,1,175.33,0.0,0,175.33
O02509,U0292,P039,2026-04-19,wechat_shop,1,244.17,0.15,0,244.17
O02510,U0227,P024,2026-01-18,taobao,1,161.16,0.1,0,161.16
O02511,U0250,P012,2026-06-06,taobao,3,98.46,0.1,0,295.38
O02512,U0073,P011,2026-06-24,wechat_shop,1,227.75,0.0,0,227.75
O02513,U0014,P032,2026-01-15,wechat_shop,5,72.83,0.1,0,364.15
O02514,U0560,P001,2026-04-11,offline_store,1,24.62,0.1,0,24.62
O02515,U0491,P033,2026-04-22,taobao,1,258.0,0.15,0,258.0
O02516,U0584,P039,2026-06-26,taobao,1,287.26,0.0,0,287.26
O02517,U0022,P014,2026-03-19,wechat_shop,2,158.98,0.0,0,317.96
O02518,U0009,P022,2026-04-10,douyin,1,266.07,0.0,0,266.07
O02519,U0218,P020,2026-02-10,offline_store,1,127.78,0.0,0,127.78
O02520,U0109,P021,2026-03-21,offline_store,1,164.56,0.05,0,164.56
O02521,U0587,P019,2026-05-17,douyin,1,165.48,0.0,0,165.48
O02522,U0033,P037,2026-02-25,wechat_shop,1,277.29,0.0,0,277.29
O02523,U0006,P016,2026-06-13,offline_store,3,89.63,0.0,0,268.89
O02524,U0120,P034,2026-05-10,wechat_shop,1,16.28,0.0,0,16.28
O02525,U0007,P022,2026-04-08,taobao,1,266.07,0.0,0,266.07
O02526,U0577,P008,2026-06-22,offline_store,4,120.3,0.05,0,481.2
O02527,U0434,P011,2026-03-23,taobao,3,227.75,0.0,0,683.25
O02528,U0184,P039,2026-02-11,wechat_shop,1,287.26,0.0,0,287.26
O02529,U0080,P006,2026-06-26,taobao,1,220.8,0.0,0,220.8
O02530,U0002,P007,2026-04-28,offline_store,3,155.12,0.15,0,465.36
O02531,U0564,P008,2026-01-29,wechat_shop,3,126.63,0.0,0,379.89
O02532,U0176,P013,2026-02-15,wechat_shop,1,179.25,0.0,0,179.25
O02533,U0501,P022,2026-03-31,wechat_shop,2,239.46,0.1,0,478.92
O02534,U0115,P030,2026-06-24,offline_store,2,154.85,0.05,0,309.7
O02535,U0321,P006,2026-02-23,offline_store,1,198.72,0.1,0,198.72
O02536,U0570,P015,2026-06-25,wechat_shop,1,137.64,0.15,0,137.64
O02537,U0491,P015,2026-01-12,douyin,5,161.93,0.0,0,809.65
O02538,U0521,P027,2026-01-17,offline_store,5,140.78,0.1,0,703.9
O02539,U0099,P004,2026-02-13,douyin,1,115.92,0.0,0,115.92
O02540,U0182,P013,2026-02-12,douyin,2,179.25,0.0,1,358.5
O02541,U0235,P032,2026-06-06,douyin,1,68.78,0.15,0,68.78
O02542,U0499,P002,2026-06-18,taobao,1,83.83,0.0,0,83.83
O02543,U0113,P036,2026-06-16,wechat_shop,2,227.23,0.15,0,454.46
O02544,U0011,P011,2026-04-17,douyin,2,193.59,0.15,0,387.18
O02545,U0052,P023,2026-06-09,taobao,1,175.33,0.0,0,175.33
O02546,U0450,P032,2026-06-27,offline_store,1,80.92,0.0,0,80.92
O02547,U0199,P011,2026-04-01,wechat_shop,2,227.75,0.0,0,455.5
O02548,U0417,P034,2026-02-02,taobao,1,16.28,0.0,0,16.28
O02549,U0237,P030,2026-04-11,offline_store,1,163.0,0.0,0,163.0
O02550,U0551,P036,2026-04-26,douyin,1,240.6,0.1,0,240.6
O02551,U0092,P021,2026-02-02,offline_store,2,147.24,0.15,0,294.48
O02552,U0388,P034,2026-06-23,wechat_shop,5,16.28,0.0,0,81.4
O02553,U0030,P013,2026-02-09,taobao,2,161.33,0.1,0,322.66
O02554,U0397,P029,2026-03-04,offline_store,1,138.03,0.0,0,138.03
O02555,U0430,P015,2026-02-10,offline_store,2,161.93,0.0,0,323.86
O02556,U0378,P024,2026-01-03,offline_store,1,170.12,0.05,0,170.12
O02557,U0404,P032,2026-04-10,douyin,4,80.92,0.0,0,323.68
O02558,U0062,P019,2026-01-21,taobao,1,157.21,0.05,0,157.21
O02559,U0038,P036,2026-05-28,offline_store,2,267.33,0.0,0,534.66
O02560,U0194,P021,2026-04-20,douyin,5,147.24,0.15,0,736.2
O02561,U0386,P038,2026-05-25,douyin,1,297.27,0.0,0,297.27
O02562,U0445,P025,2026-04-26,wechat_shop,1,86.77,0.0,0,86.77
O02563,U0421,P024,2026-01-22,douyin,5,179.07,0.0,0,895.35
O02564,U0155,P018,2026-03-28,wechat_shop,2,32.29,0.0,0,64.58
O02565,U0041,P007,2026-06-22,offline_store,3,155.12,0.15,0,465.36
O02566,U0418,P037,2026-06-01,douyin,2,235.7,0.15,0,471.4
O02567,U0585,P017,2026-06-12,offline_store,2,172.48,0.15,0,344.96
O02568,U0138,P013,2026-03-08,taobao,1,179.25,0.0,0,179.25
O02569,U0545,P005,2026-04-27,douyin,3,95.16,0.15,0,285.48
O02570,U0036,P012,2026-02-26,douyin,1,109.4,0.0,0,109.4
O02571,U0542,P002,2026-01-19,offline_store,2,83.83,0.0,0,167.66
O02572,U0479,P022,2026-04-13,offline_store,1,226.16,0.15,0,226.16
O02573,U0465,P040,2026-06-25,offline_store,2,229.42,0.05,0,458.84
O02574,U0344,P038,2026-05-30,douyin,3,297.27,0.0,0,891.81
O02575,U0278,P023,2026-04-02,offline_store,1,157.8,0.1,0,157.8
O02576,U0066,P020,2026-04-08,offline_store,2,115.0,0.1,0,230.0
O02577,U0379,P018,2026-02-22,wechat_shop,1,32.29,0.0,0,32.29
O02578,U0314,P032,2026-05-17,wechat_shop,4,72.83,0.1,0,291.32
O02579,U0381,P014,2026-03-28,offline_store,2,143.08,0.1,0,286.16
O02580,U0246,P029,2026-04-11,wechat_shop,3,138.03,0.0,0,414.09
O02581,U0122,P019,2026-04-26,taobao,1,165.48,0.0,0,165.48
O02582,U0272,P026,2026-02-15,douyin,1,38.77,0.0,0,38.77
O02583,U0325,P027,2026-03-04,taobao,4,156.42,0.0,0,625.68
O02584,U0226,P010,2026-02-23,offline_store,3,208.93,0.05,0,626.79
