review_id,order_id,rating,comment,review_date
R01250,O02026,5,will buy again,2026-04-09
R01251,O03247,3,average experience,2026-01-24
R01252,O00384,4,overall good,2026-01-08
R01253,O03352,4,overall good,2026-01-11
R01254,O00371,5,good value,2026-04-11
R01255,O02481,2,bad packaging,2026-04-15
R01256,O01993,4,price is acceptable,2026-02-07
R01257,O03925,4,overall good,2026-04-10
R01258,O01106,5,fast delivery,2026-01-21
R01259,O01616,4,price is acceptable,2026-01-28
R01260,O01557,3,average experience,2026-02-27
R01261,O02792,2,not worth the price,2026-06-21
R01262,O00142,2,not worth the price,2026-05-21
R01263,O03636,4,overall good,2026-05-19
R01264,O00492,5,good value,2026-06-24
R01265,O00199,4,price is acceptable,2026-06-25
R01266,O04001,4,overall good,2026-05-19
R01267,O01172,3,average experience,2026-06-27
R01268,O01227,4,price is acceptable,2026-03-08
R01269,O03131,5,will buy again,2026-02-12
R01270,O04027,4,price is acceptable,2026-01-24
R01271,O03165,5,will buy again,2026-03-13
R01272,O01704,4,price is acceptable,2026-04-24
R01273,O00196,4,price is acceptable,2026-01-29
R01274,O00875,4,overall good,2026-01-26
R01275,O03024,5,good value,2026-03-09
R01276,O03561,4,price is acceptable,2026-03-29
R01277,O02844,5,good value,2026-06-15
R01278,O00841,4,price is acceptable,2026-01-04
R01279,O00582,3,average experience,2026-02-03
R01280,O03797,5,will buy again,2026-04-12
R01281,O02930,5,quality is stable,2026-05-21
R01282,O00906,4,overall good,2026-04-17
R01283,O00632,4,overall good,2026-05-06
R01284,O02186,4,overall good,2026-04-13
R01285,O02554,5,good value,2026-03-04
R01286,O00163,2,bad packaging,2026-03-17
R01287,O02305,2,quality issue,2026-02-01
R01288,O03130,4,service is nice,2026-04-28
R01289,O01499,4,overall good,2026-04-03
R01290,O03488,5,will buy again,2025-12-31
R01291,O03786,5,good value,2026-02-08
R01292,O00926,4,overall good,2026-03-28
R01293,O03011,5,good value,2026-03-29
R01294,O00548,1,very disappointed,2026-05-02
R01295,O01863,4,price is acceptable,2026-06-24
R01296,O02098,5,will buy again,2026-05-12
R01297,O01648,5,quality is stable,2026-06-18
R01298,O02900,4,overall good,2026-05-24
R01299,O02269,5,will buy again,2026-06-17
R01300,O00612,3,average experience,2026-03-01
R01301,O03077,5,good value,2026-02-12
R01302,O03956,1,very disappointed,2026-06-15
R01303,O02723,3,delivery was slow,2026-05-17
R01304,O02112,4,service is nice,2026-03-02
R01305,O00743,4,price is acceptable,2026-06-09
R01306,O00638,5,will buy again,2026-06-24
R01307,O02319,5,fast delivery,2026-01-09
R01308,O03808,3,average experience,2026-03-30
R01309,O02988,4,service is nice,2026-01-25
R01310,O02111,5,will buy again,2026-01-10
R01311,O01098,5,fast delivery,2026-06-25
R01312,O02250,5,fast delivery,2026-06-20
R01313,O00049,2,not worth the price,2026-06-25
R01314,O01583,3,packaging can improve,2026-01-28
R01315,O00922,5,good value,2026-02-09
R01316,O03852,3,packaging can improve,2026-05-10
R01317,O00757,3,average experience,2026-02-15
R01318,O01554,1,very disappointed,2026-02-20
R01319,O03779,5,will buy again,2026-04-10
R01320,O02995,5,good value,2026-04-02
R01321,O03750,4,overall good,2026-06-04
R01322,O01980,1,damaged item,2026-05-30
R01323,O02537,5,fast delivery,2026-01-12
R01324,O02453,4,price is acceptable,2026-05-22
R01325,O00837,3,packaging can improve,2026-01-11
R01326,O01739,1,damaged item,2026-03-13
R01327,O02632,3,packaging can improve,2026-06-03
R01328,O03811,1,damaged item,2026-01-19
R01329,O01502,4,overall good,2026-04-01
R01330,O03008,3,average experience,2026-05-15
R01331,O01559,4,service is nice,2026-01-15
R01332,O01071,5,good value,2026-02-19
R01333,O03976,4,service is nice,2026-03-11
R01334,O01685,5,good value,2026-06-02
R01335,O02158,5,quality is stable,2026-05-24
R01336,O02830,2,bad packaging,2026-01-05
R01337,O03895,5,will buy again,2026-05-30
R01338,O02785,4,overall good,2026-01-07
R01339,O03266,4,service is nice,2026-06-04
R01340,O02544,4,overall good,2026-04-17
R01341,O01861,4,overall good,2026-02-21
R01342,O01546,4,service is nice,2026-05-01
R01343,O03337,3,delivery was slow,2026-03-10
R01344,O02409,5,good value,2026-04-28
R01345,O02447,1,damaged item,2026-04-18
R01346,O02821,2,not worth the price,2026-04-28
R01347,O03538,5,will buy again,2025-12-31
R01348,O01815,5,fast delivery,2026-06-15
R01349,O01833,5,good value,2026-05-22
R01350,O03358,3,delivery was slow,2026-05-10
R01351,O03858,2,bad packaging,2026-05-06
R01352,O03392,3,packaging can improve,2026-04-01
R01353,O03655,4,price is acceptable,2026-04-14
R01354,O01451,1,damaged item,2026-01-09
R01355,O00868,5,will buy again,2026-04-17
R01356,O00927,5,fast delivery,2026-01-29
R01357,O01741,4,service is nice,2026-05-17
R01358,O00998,5,will buy again,2026-05-31
R01359,O01338,5,will buy again,2026-01-14
R01360,O03265,5,will buy again,2026-03-16
R01361,O01100,4,price is acceptable,2026-04-24
R01362,O01133,4,service is nice,2026-05-26
R01363,O01567,4,price is acceptable,2026-02-15
R01364,O01794,5,fast delivery,2026-02-04
R01365,O00211,4,price is acceptable,2026-04-15
R01366,O03042,3,average experience,2026-06-07
R01367,O02982,4,service is nice,2026-01-22
R01368,O00060,4,overall good,2026-05-21
R01369,O01212,5,good value,2026-03-03
R01370,O02685,4,service is nice,2026-05-04
R01371,O01622,5,good value,2026-06-06
R01372,O04142,4,overall good,2026-06-17
R01373,O01399,5,quality is stable,2026-04-10
R01374,O00766,5,fast delivery,2026-02-11
R01375,O02553,3,packaging can improve,2026-02-09
R01376,O01420,4,overall good,2026-01-15
R01377,O01079,5,fast delivery,2026-05-05
R01378,O01403,5,good value,2026-03-26
R01379,O02652,4,overall good,2026-01-18
R01380,O02814,4,overall good,2026-06-18
R01381,O01727,4,service is nice,2026-04-30
R01382,O02234,1,damaged item,2026-03-28
R01383,O00583,2,quality issue,2026-03-16
R01384,O03179,2,not worth the price,2026-02-02
R01385,O01508,5,quality is stable,2026-01-29
R01386,O02429,5,good value,2026-03-19
R01387,O00941,4,price is acceptable,2026-03-18
R01388,O01081,5,quality is stable,2026-03-01
R01389,O00188,4,price is acceptable,2026-04-17
R01390,O00942,5,fast delivery,2026-03-05
R01391,O02502,2,bad packaging,2026-01-20
R01392,O02943,4,overall good,2026-04-27
R01393,O01654,5,good value,2026-01-21
R01394,O04106,5,fast delivery,2026-02-03
R01395,O01750,2,quality issue,2026-06-17
R01396,O01984,4,service is nice,2026-06-19
R01397,O00227,5,quality is stable,2026-05-29
R01398,O01887,4,overall good,2026-04-17
R01399,O00536,5,quality is stable,2026-01-03
R01400,O03023,3,packaging can improve,2026-01-07
